term,campus,subject,catalog_number,section,class_number,course_title,topic,component,career,meeting_days,meeting_times,meeting_location,instructor,seats_available,seats_total,waitlist_available,status,academic_session,meeting_dates,notes,detail_url,retrieved_at,related_to
Fall 2026,World Campus,MATH,110,001,21232,Techniques of Calculus I,,LEC,UGRD,WEB,,,"David Little, Steven Hair",,,Y,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029305&CRSE_OFFER_NBR=19&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21232&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,111,001,21291,Techniques of Calculus II,,LEC,UGRD,T Th,12:20 PM-1:10 PM,Willard Bldg 373,Samantha Fuller,21,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029307&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21291&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,001,21401,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,8:00 AM-8:50 AM,Willard Bldg 258,Michael Foster,17,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21401&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,002,21465,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,8:00 AM-8:50 AM,Nursing Sciences Bldg 316,Sofya Bykova,20,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21465&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,003,21468,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,8:00 AM-8:50 AM,Rackley Building 105,Francisco Monardes,20,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21468&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,004,21471,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,8:00 AM-8:50 AM,Willard Bldg 373,Eugene Henninger-Voss,19,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21471&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,005,21472,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,8:00 AM-8:50 AM,Willard Bldg 367,Yuchao Yi,20,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21472&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,006,21473,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,8:00 AM-8:50 AM,Huck Life Sciences Bldg 013,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21473&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,008,21475,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,9:05 AM-9:55 AM,Willard Bldg 060,Amine Benkiran,13,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21475&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,009,21496,Calculus With Analytic Geometry I,,LEC,UGRD,M W F | T,10:10 AM-11:00 AM | 10:10 AM-11:00 AM,Chambers Bldg 107 | Willard Bldg 075,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21496&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,010,21030,Calculus With Analytic Geometry I,,LEC,UGRD,M W F | T,10:10 AM-11:00 AM | 10:10 AM-11:00 AM,Wagner Bldg 118 | Ferguson Bldg 205,QUINN MINNICH,17,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21030&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,011,21497,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,9:05 AM-9:55 AM,Tyson Bldg 108,Chang Liu,20,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21497&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,013,21499,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,9:05 AM-9:55 AM,Wagner Bldg 316,Nicolas Martinez Ramos,19,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21499&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,014,21031,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,9:05 AM-9:55 AM,Wagner Bldg 305,Yuchao Yi,18,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21031&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,015,21500,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Walker Building 124,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21500&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,016,21502,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Osmond Lab 106,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21502&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,017,21032,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Ferguson Bldg 205,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21032&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,018,21503,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Nursing Sciences Bldg 323,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21503&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,019,21504,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Thomas Bldg 215,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21504&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,020,21027,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Wagner Bldg 305,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21027&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,021,22248,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Osmond Lab 112,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22248&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,022,21028,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Wagner Bldg 317,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21028&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,023,21029,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Tyson Bldg 108,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21029&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,025,23448,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,3:35 PM-4:25 PM,Boucke Bldg 109,Junhwa Jung,20,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23448&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,026,23449,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,3:35 PM-4:25 PM,Osmond Lab 207,Sangjun Ko,20,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23449&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,027,23450,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,3:35 PM-4:25 PM,Huck Life Sciences Bldg 013,Joey Veltri,20,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23450&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,028,23451,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,3:35 PM-4:25 PM,Osmond Lab 109,Seunghoon Bang,19,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23451&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,029,23452,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,3:35 PM-4:25 PM,Osmond Lab 103,Svetla Jivkova,19,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23452&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,030,23475,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,3:35 PM-4:25 PM,Wagner Bldg 317,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23475&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,031,23476,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,3:35 PM-4:25 PM,Wagner Bldg 305,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23476&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,032,23567,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,3:35 PM-4:25 PM,Huck Life Sciences Bldg 011,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23567&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,033,23634,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Wagner Bldg 317,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23634&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,034,23670,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Huck Life Sciences Bldg 011,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23670&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,035,23671,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Osmond Lab 110,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23671&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,036,23672,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Osmond Lab 103,,,,,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23672&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,037,23677,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Osmond Lab 109,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23677&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,038,23678,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Huck Life Sciences Bldg 009,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23678&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,039,23679,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Willard Bldg 260,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23679&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,040,23699,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Elec Eng East 132,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23699&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,041,23700,Calculus With Analytic Geometry I,,LEC,UGRD,WEB,,,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23700&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,042,23908,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Nursing Sciences Bldg 316,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23908&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,043,28720,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,12:20 PM-1:10 PM,Willard Bldg 162,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=28720&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,046,30227,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,9:05 AM-9:55 AM,Wagner Bldg 118,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=30227&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
Fall 2026,University Park,MATH,140,047,30228,Calculus With Analytic Geometry I,,LEC,UGRD,M T W F,4:40 PM-5:30 PM,Thomas Bldg 104,,,,Y,,,,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029310&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=30228&SSR_COMPONENT=LEC,2026-08-20T09:53:03-04:00,
