term,campus,subject,catalog_number,section,class_number,course_title,topic,component,career,meeting_days,meeting_times,meeting_location,instructor,seats_available,seats_total,waitlist_available,status,academic_session,meeting_dates,notes,detail_url,retrieved_at,related_to
Summer 2026,University Park,MATH,601,012,7240,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Yuriy Zarkhin,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7240&SSR_COMPONENT=DST,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,601,013,7241,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Ludmil Zikatanov,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7241&SSR_COMPONENT=DST,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,601,014,7242,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,"Mathieu Stienon, Ping Xu",,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7242&SSR_COMPONENT=DST,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,601,015,7247,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Anna Mazzucato,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7247&SSR_COMPONENT=DST,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,601,016,7253,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Yakov Pesin,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7253&SSR_COMPONENT=DST,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,610,001,6895,Thesis Research Off Campus,,THE,GRAD,,,,Xiantao Li,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029774&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=6895&SSR_COMPONENT=THE,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,610,002,6906,Thesis Research Off Campus,,THE,GRAD,,,,Ludmil Zikatanov,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029774&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=6906&SSR_COMPONENT=THE,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,610,003,7027,Thesis Research Off Campus,,THE,GRAD,,,,Nigel Higson,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029774&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7027&SSR_COMPONENT=THE,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,610,004,7030,Thesis Research Off Campus,,THE,GRAD,,,,Jinchao Xu,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029774&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7030&SSR_COMPONENT=THE,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,610,005,7083,Thesis Research Off Campus,,THE,GRAD,,,,Alberto Bressan,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029774&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7083&SSR_COMPONENT=THE,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,610,006,7084,Thesis Research Off Campus,,THE,GRAD,,,,George Andrews,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029774&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7084&SSR_COMPONENT=THE,2026-08-20T09:58:29-04:00,
Summer 2026,University Park,MATH,610,007,7085,Thesis Research Off Campus,,THE,GRAD,,,,Alexei Novikov,,,,Closed,Regular Academic Session,05/18/2026 - 08/12/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029774&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2265&CLASS_NBR=7085&SSR_COMPONENT=THE,2026-08-20T09:58:29-04:00,
